"calendarYear","metric","med","min","max"
2007-01-01,"RD",0,0,0.142229331674524
2007-01-01,"SA",0.183732488132666,0,0.511468642815467
2007-01-01,"operatingMargin",0.0547229750019306,-0.179426400989137,0.241477987173459
2007-01-01,"ROE",0.123169753515734,-0.443364140146939,0.598512335667939
2007-01-01,"ROIC",0.0732970744213019,-0.240449373176484,0.322848214551979
2007-01-01,"CAPEX",0.0363360197827142,0,0.215083075989298
2007-01-01,"debt",0.545193363880847,0.178272434567413,0.922826370906454
2007-01-01,"netRepurchasesRevenue",0,-0.11451412739436,0.052688405988808
2007-01-01,"netInterestExptoOpInc",0,-0.114604497274382,0.00586969285919729
2008-01-01,"RD",0,0,0.14933205226992
2008-01-01,"SA",0.193722462075905,0,0.525149025892981
2008-01-01,"operatingMargin",0.0310326708529694,-0.349675102803269,0.223497048843797
2008-01-01,"ROE",0.0713669237351553,-0.688070016081427,0.611698879735621
2008-01-01,"ROIC",0.0586847502983483,-0.416833470302569,0.339054701626727
2008-01-01,"CAPEX",0.0339846880969898,0,0.199271595241155
2008-01-01,"debt",0.57719852101168,0.186190930774667,0.9409495689762
2008-01-01,"netRepurchasesRevenue",0,-0.0230603481951396,0.0559141912852043
2008-01-01,"netInterestExptoOpInc",0,-0.207950058707013,0.0604528880688127
2009-01-01,"RD",0,0,0.148275455340324
2009-01-01,"SA",0.204409354703293,0,0.540580144865496
2009-01-01,"operatingMargin",0.0220294655699792,-0.296975666705509,0.212959612745593
2009-01-01,"ROE",0.0476936054685294,-0.558221685678616,0.567456682588984
2009-01-01,"ROIC",0.0450520434375604,-0.319816103231918,0.347795163584637
2009-01-01,"CAPEX",0.0249907086382249,0,0.158123701395073
2009-01-01,"debt",0.5657063225838,0.18256969061831,0.94398295761815
2009-01-01,"netRepurchasesRevenue",0,-0.0944160374517481,0.0161457551588078
2009-01-01,"netInterestExptoOpInc",0,-0.397911877239579,0.145899193435282
2010-01-01,"RD",0,0,0.140118577202385
2010-01-01,"SA",0.202775789910784,0,0.526957617729799
2010-01-01,"operatingMargin",0.0498226662609094,-0.130769690683344,0.24503081360511
2010-01-01,"ROE",0.0977417670882432,-0.381316786174552,0.548024450938685
2010-01-01,"ROIC",0.0707668200133718,-0.129158320142395,0.380770748112938
2010-01-01,"CAPEX",0.0251196153872913,0,0.165310303646796
2010-01-01,"debt",0.555162383917386,0.1955928938098,0.937300650496781
2010-01-01,"netRepurchasesRevenue",0,-0.0792465511887862,0.0281132380579173
2010-01-01,"netInterestExptoOpInc",-0.00135185270457146,-0.39965751975751,0.0672599080125536
2011-01-01,"RD",0,0,0.147117069767526
2011-01-01,"SA",0.197716127406667,0,0.549855944050227
2011-01-01,"operatingMargin",0.0492783673073484,-0.14118926281597,0.241623227302138
2011-01-01,"ROE",0.0994714920159932,-0.459862992111461,0.589671663093883
2011-01-01,"ROIC",0.0738079594562154,-0.155462443229361,0.382707792741705
2011-01-01,"CAPEX",0.0280022774645175,0,0.167926048037909
2011-01-01,"debt",0.564008452897342,0.196069140959615,0.929074698091206
2011-01-01,"netRepurchasesRevenue",0,-0.0702176673318348,0.0608108794892255
2011-01-01,"netInterestExptoOpInc",-0.00111658340348555,-0.376875551632833,0.051312971206034
2012-01-01,"RD",0,0,0.177226857249522
2012-01-01,"SA",0.196884483195638,0,0.575240841134686
2012-01-01,"operatingMargin",0.0438859717927585,-0.24025094854857,0.229506190907832
2012-01-01,"ROE",0.0861590647718723,-0.540199982891131,0.623957952648028
2012-01-01,"ROIC",0.063415785438275,-0.21791380549971,0.380894087417567
2012-01-01,"CAPEX",0.0295436560274334,0,0.168109488289953
2012-01-01,"debt",0.565363814595173,0.212338873343552,0.929275315930118
2012-01-01,"netRepurchasesRevenue",0,-0.0891052614831164,0.0624822149111349
2012-01-01,"netInterestExptoOpInc",-0.00027487603544963,-0.388598688932521,0.0790652006664905
2013-01-01,"RD",0,0,0.177882738109504
2013-01-01,"SA",0.19605170884822,0,0.585492824613728
2013-01-01,"operatingMargin",0.0425696673007779,-0.233666756643616,0.237441644301729
2013-01-01,"ROE",0.0839875001439124,-0.521707142971427,0.589317773222896
2013-01-01,"ROIC",0.0658885585598579,-0.225524160129319,0.37514171760617
2013-01-01,"CAPEX",0.0308160860531637,0,0.184048286766152
2013-01-01,"debt",0.566345594372377,0.199591689440359,0.92870260070558
2013-01-01,"netRepurchasesRevenue",0,-0.222600730599183,0.0595090331084527
2013-01-01,"netInterestExptoOpInc",0,-0.362683188607638,0.0849056428697568
2014-01-01,"RD",0,0,0.182861590387507
2014-01-01,"SA",0.197358917603232,0,0.625407324936258
2014-01-01,"operatingMargin",0.0392414522792651,-0.308746931327647,0.239520397447725
2014-01-01,"ROE",0.0547952387029235,-0.60468797335594,0.533886519565935
2014-01-01,"ROIC",0.057733619763695,-0.249948856542561,0.342448729815265
2014-01-01,"CAPEX",0.0310067149278568,0,0.197061239959728
2014-01-01,"debt",0.563892355083641,0.178747077837492,0.910188780093948
2014-01-01,"netRepurchasesRevenue",0,-0.331968638098618,0.0754012797972409
2014-01-01,"netInterestExptoOpInc",0,-0.346562826513412,0.0921705328152867
2015-01-01,"RD",0,0,0.197468629705219
2015-01-01,"SA",0.207260010873586,0,0.647003758137378
2015-01-01,"operatingMargin",0.0279105878468996,-0.506101680290351,0.219640567140929
2015-01-01,"ROE",0.0272805108357335,-0.738130751974768,0.53638958432925
2015-01-01,"ROIC",0.0448807563164008,-0.467925337988116,0.3270359200795
2015-01-01,"CAPEX",0.0311559952548249,0,0.198082487066678
