"calendarYear","metric","med","min","max"
2015-01-01,"debt",0.58059555451638,0.178345853703827,0.916918191861999
2015-01-01,"netRepurchasesRevenue",0,-0.19051264125118,0.089933914791451
2015-01-01,"netInterestExptoOpInc",0,-0.349217991695011,0.104329741139876
2016-01-01,"RD",0,0,0.219376990245412
2016-01-01,"SA",0.209756746554362,0,0.700340936643566
2016-01-01,"operatingMargin",0.0176933174527736,-0.54284934253864,0.218638211482652
2016-01-01,"ROE",0.0188229045613171,-0.785812536429623,0.595905800856893
2016-01-01,"ROIC",0.0389280318692118,-0.481841739746257,0.341003079991805
2016-01-01,"CAPEX",0.0297131339719958,0,0.191269121621932
2016-01-01,"debt",0.591870262536623,0.198841699907956,0.933032938313883
2016-01-01,"netRepurchasesRevenue",0,-0.150454430257848,0.064778396752465
