"calendarYear","metric","med","min","max"
2007-01-01,"RD",0.0757259012366442,0,5.52103159170017
2007-01-01,"SA",0.296678354684119,0,4.87354544949809
2007-01-01,"operatingMargin",0,-11.1216238781616,0.176924195597013
2007-01-01,"ROE",-0.113678622702813,-1.42641637022879,0.658025167963645
2007-01-01,"ROIC",0,-1.90464699054597,0.915593245813455
2007-01-01,"CAPEX",0.0414010684240437,0,0.334692028594277
2007-01-01,"debt",0.375026806020411,0.10795599905529,0.993898722148651
2007-01-01,"netRepurchasesRevenue",-0.00771513324816786,-5.01666674013768,0.0149037584296423
2007-01-01,"netInterestExptoOpInc",0,-0.0667770457599269,0.0223850394655997
2008-01-01,"RD",0.0722623708363138,0,3.77871005957849
2008-01-01,"SA",0.287523835630508,0,3.19727871958521
2008-01-01,"operatingMargin",0,-6.75142146800203,0.165775220525473
2008-01-01,"ROE",-0.0974155047908861,-2.04457374083567,0.979071063658824
2008-01-01,"ROIC",0.0396856185243145,-2.54316745075724,2.93228151820497
2008-01-01,"CAPEX",0.0376899526301612,0,0.209222038434498
2008-01-01,"debt",0.429293072435436,0.0943475711407138,1.38827210541598
2008-01-01,"netRepurchasesRevenue",0,-0.834532264636049,0.0329178712250861
2008-01-01,"netInterestExptoOpInc",0,-0.0918001608579774,0.0276709030235236
2009-01-01,"RD",0.0568557365769331,0,2.33676181192457
2009-01-01,"SA",0.289673172473412,0,2.67346921894562
2009-01-01,"operatingMargin",0,-7.19978275207644,0.172289989993914
2009-01-01,"ROE",0,-1.4870376405534,0.93352542573061
2009-01-01,"ROIC",0.0722366418305712,-1.97070345395328,2.64943777959031
2009-01-01,"CAPEX",0.0187339799458397,0,0.124881549410278
2009-01-01,"debt",0.4330357252145,0.114096767951068,1.23020389892479
2009-01-01,"netRepurchasesRevenue",0,-1.55791974303456,0.00732099078910876
2009-01-01,"netInterestExptoOpInc",0,-0.104761151229588,0.0988920855775101
2010-01-01,"RD",0.0695652172786302,0,2.91594305974083
2010-01-01,"SA",0.30220899192981,0,3.20066077120604
2010-01-01,"operatingMargin",0,-7.3034509888552,0.190159717723931
2010-01-01,"ROE",0,-1.28524455239965,0.745269715960065
2010-01-01,"ROIC",0.0795994359159294,-2.12776446636031,2
2010-01-01,"CAPEX",0.022226304188097,0,0.170551775240402
2010-01-01,"debt",0.425337185434471,0.111935561527942,1.18509686050601
2010-01-01,"netRepurchasesRevenue",0,-2.95847895681338,0.0136471222963085
2010-01-01,"netInterestExptoOpInc",0,-0.113206568166334,0.124225207374897
2011-01-01,"RD",0.0614825921598562,0,2.89714884389808
2011-01-01,"SA",0.287896290591708,0,2.35889572997443
2011-01-01,"operatingMargin",0,-6.20936636553679,0.163847858157271
2011-01-01,"ROE",0,-1.79217397373294,0.86520225613385
2011-01-01,"ROIC",0.0965909114480789,-2.02108446204848,4.54004691118562
2011-01-01,"CAPEX",0.0197261135990594,0,0.138286545292902
2011-01-01,"debt",0.491448060029841,0.121588969227408,1.9838943844992
2011-01-01,"netRepurchasesRevenue",0,-1.68715086328839,0.0234459985305037
2011-01-01,"netInterestExptoOpInc",0,-0.0861626244524603,0.116795860334904
2012-01-01,"RD",0.0765481048029604,0,4.23141169793137
2012-01-01,"SA",0.322756716159817,0,3.48826027085892
2012-01-01,"operatingMargin",0,-8.78293174261993,0.163038730728114
2012-01-01,"ROE",0.0170644213142927,-1.47536234267743,1
2012-01-01,"ROIC",0.0993660161518764,-1.9885744332575,5.67341428840124
2012-01-01,"CAPEX",0.0237848463890834,0,0.175276484394315
2012-01-01,"debt",0.495922580857702,0.134847942379078,3.05537988531764
2012-01-01,"netRepurchasesRevenue",0,-2.18950406095811,0.0139884055734933
2012-01-01,"netInterestExptoOpInc",0,-0.100174363717055,0.145168260114801
2013-01-01,"RD",0.0653781789106634,0,3.63055282056249
2013-01-01,"SA",0.308292709246405,0,3.92184298610698
2013-01-01,"operatingMargin",0,-9.42646701611463,0.137942781476904
2013-01-01,"ROE",0,-1.16869173422793,0.93560237494661
2013-01-01,"ROIC",0.0957446902106665,-2.26966268067296,5.87096771428331
2013-01-01,"CAPEX",0.0219178081110568,0,0.183987982175103
2013-01-01,"debt",0.473856277642151,0.114242570963781,2.54687504947651
2013-01-01,"netRepurchasesRevenue",0,-4.24352066510867,0.00688001813585726
2013-01-01,"netInterestExptoOpInc",0,-0.0791043468291258,0.168529456968268
2014-01-01,"RD",0.0632576889463151,0,3.8692724380395
2014-01-01,"SA",0.309215525363971,0,3.39413338972961
2014-01-01,"operatingMargin",0,-7.21570659394348,0.136539734445025
2014-01-01,"ROE",-0.177646255167903,-1.34814869241748,0.599895482013756
2014-01-01,"ROIC",0.0638441511632964,-1.89255176267219,6.80536036917163
2014-01-01,"CAPEX",0.0226577949403711,0,0.20244260687574
2014-01-01,"debt",0.405818989423311,0.0883279001135816,1.46794874733957
2014-01-01,"netRepurchasesRevenue",0,-3.79162866767889,0.00608872356041671
2014-01-01,"netInterestExptoOpInc",0,-0.0705570291777188,0.142599277676917
2015-01-01,"RD",0.0665590558138647,0,4.61349290571589
2015-01-01,"SA",0.322651050089927,0,4.26902360258376
2015-01-01,"operatingMargin",0,-8.76085177608946,0.134993442936686
2015-01-01,"ROE",-0.265151268193672,-1.35380446925439,0.52709373730803
2015-01-01,"ROIC",0,-2.85249810131404,4.89266148933479
2015-01-01,"CAPEX",0.0233453681449177,0,0.277581609968765
2015-01-01,"debt",0.354998537384421,0.0797385419109491,1.18491481331243
2015-01-01,"netRepurchasesRevenue",0,-5.58338227921386,0.00519930666007221
